"participants","sic_primary","date_announced","date_terminated","business_description","participant_nation","alliance_deal_name","alliance_sic_code","alliance_nation","status","type","ownership_structure","deal_number","participant_country","continent"
"Feit Elec Co Inc","3495","2020-01-07","","Spring (Light Gauge) Manufacturing","United States","LYNK LABS INC/FEIT ELECTRIC CO INC-STRATEGIC ALLIANCE","1731","United States","Completed/Signed","Strategic Alliance",NA,3500666045,"United States","Americas"
"RealD Inc","3663","2020-01-07","","Mnfr motion picture systems","United States","REALD INC/HP INC-STRATEGIC ALLIANCE","7371","United States","Completed/Signed","Strategic Alliance",NA,3500442045,"United States","Americas"
"HP Inc","3571","2020-01-07","","Electronic Computer Manufacturing","United States","REALD INC/HP INC-STRATEGIC ALLIANCE","7371","United States","Completed/Signed","Strategic Alliance",NA,3500442045,"United States","Americas"
"Zenuity AB","7372","2020-01-21","","Develop prepackaged software","Sweden","ZENUITY AB/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE","7371","","Completed/Signed","Strategic Alliance",NA,3506495045,"Sweden","Europe"
"Hewlett Packard Enterprise Co","3571","2020-01-21","","Manufactures electronic computers","United States","ZENUITY AB/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE","7371","","Completed/Signed","Strategic Alliance",NA,3506495045,"United States","Americas"
"Apple Inc","3571","2020-01-23","","Electronic Computer Manufacturing","United States","APPLE INC/BROADCOM INC-STRATEGIC ALLIANCE","5099","United States","Completed/Signed","Strategic Alliance",NA,3507010045,"United States","Americas"
"Broadcom Inc","3674","2020-01-23","","Manufactures,wholesales optoelectronics components","United States","APPLE INC/BROADCOM INC-STRATEGIC ALLIANCE","5099","United States","Completed/Signed","Strategic Alliance",NA,3507010045,"United States","Americas"
"ImmersiveTouch Inc","3841","2020-03-05","","Surgical and Medical Instrument Manufacturing","United States","IMMERSIVETOUCH INC/HP INC-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3523100045,"United States","Americas"
"HP Inc","3571","2020-03-05","","Electronic Computer Manufacturing","United States","IMMERSIVETOUCH INC/HP INC-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3523100045,"United States","Americas"
"Apple Inc","3571","2020-04-10","","Electronic Computer Manufacturing","United States","APPLE INC/GOOGLE LLC-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3554598045,"United States","Americas"
"Google LLC","7375","2020-04-10","","Provides internet search engine services","United States","APPLE INC/GOOGLE LLC-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3554598045,"United States","Americas"
"Google Cloud Platform","7372","2020-04-16","","Develops cloud computing services platform","United States","GOOGLE CLOUD PLATFORM/MEDIAKIND INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3559301045,"United States","Americas"
"Mediakind Inc","3571","2020-04-16","","Electronic Computer Manufacturing","United States","GOOGLE CLOUD PLATFORM/MEDIAKIND INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3559301045,"United States","Americas"
"Dell Technologies Inc","3571","2020-04-21","","Manufactures electronic computers","United States","APTEC DISTRIBUTION FZE LLC/DELL TECHNOLOGIES INC-STRATEGIC ALLIANCE","8742","Pakistan","Completed/Signed","Strategic Alliance",NA,3564711045,"United States","Americas"
"SendtoNews Video Inc","7313","2020-04-30","","Media Representatives","Canada","SENDTONEWS VIDEO INC/SPORTSGRID INC-STRATEGIC ALLIANCE","3571","United States","Completed/Signed","Strategic Alliance",NA,3571472045,"Canada","Americas"
"Sportsgrid Inc","3571","2020-04-30","","Electronic Computer Manufacturing","United States","SENDTONEWS VIDEO INC/SPORTSGRID INC-STRATEGIC ALLIANCE","3571","United States","Completed/Signed","Strategic Alliance",NA,3571472045,"United States","Americas"
"Neurologylive","3571","2020-05-20","","Electronic Computer Manufacturing","United States","NEUROLOGYLIVE/CURE SMA-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3578236045,"United States","Americas"
"Cure Sma","8099","2020-05-20","","All Other Miscellaneous Ambulatory Health Care Services","United States","NEUROLOGYLIVE/CURE SMA-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3578236045,"United States","Americas"
"Oechsler AG","3714","2020-06-04","","Motor Vehicle Brake System Manufacturing","Germany","OECHSLER AG/HP INC-STRATEGIC ALLIANCE","2721","United States","Completed/Signed","Strategic Alliance",NA,3584738045,"Germany","Europe"
"HP Inc","3571","2020-06-04","","Electronic Computer Manufacturing","United States","OECHSLER AG/HP INC-STRATEGIC ALLIANCE","2721","United States","Completed/Signed","Strategic Alliance",NA,3584738045,"United States","Americas"
"Anaconda Inc","7372","2020-06-04","","Software Publishers","United States","ANACONDA INC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3584255045,"United States","Americas"
"IBM Corp","3571","2020-06-04","","Manufacture computer products","United States","ANACONDA INC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3584255045,"United States","Americas"
"SAP SE","7372","2020-06-23","","Software Publishers","Germany","SAP SE/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3593394045,"Germany","Europe"
"IBM Corp","3571","2020-06-23","","Manufacture computer products","United States","SAP SE/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3593394045,"United States","Americas"
"IBM Corp","3571","2020-06-25","","Manufacture computer products","United States","INTERNATIONAL BUSINESS/AELTC GROUP-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3594792045,"United States","Americas"
"Aeltc Grp","7941","2020-06-25","","Sports Teams and Clubs","United Kingdom","INTERNATIONAL BUSINESS/AELTC GROUP-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3594792045,"United Kingdom","Europe"
"Mitek Systems Inc","3577","2020-07-09","","Manufacture ADR products","United States","MITEK SYSTEMS INC/KYS-TECH-STRATEGIC ALLIANCE","7375","United States","Completed/Signed","Strategic Alliance",NA,3600736045,"United States","Americas"
"Kys-Tech","3571","2020-07-09","","Electronic Computer Manufacturing","United States","MITEK SYSTEMS INC/KYS-TECH-STRATEGIC ALLIANCE","7375","United States","Completed/Signed","Strategic Alliance",NA,3600736045,"United States","Americas"
"Abaco Systems Inc","3571","2020-07-14","","Manufactures rugged embedded systems","United States","ABACO SYSTEMS INC/REDARC ELECTRONICS PTY LTD-STRATEGIC ALLIANCE","1731","Australia","Completed/Signed","Strategic Alliance",NA,3610139045,"United States","Americas"
"Redarc Electronics Pty Ltd","3679","2020-07-14","","Other Electronic Component Manufacturing","Australia","ABACO SYSTEMS INC/REDARC ELECTRONICS PTY LTD-STRATEGIC ALLIANCE","1731","Australia","Completed/Signed","Strategic Alliance",NA,3610139045,"Australia","Oceania"
"Metamaterial Inc","3674","2020-07-21","","Semiconductor and Related Device Manufacturing","Canada","METAMATERIAL INC/ADI TECHNOLOGIES INC-STRATEGIC ALLIANCE","9711","Supranational","Completed/Signed","Strategic Alliance",NA,3613034045,"Canada","Americas"
"ADI Technologies Inc","3571","2020-07-21","","Mnfr computer imaging hardware","United States","METAMATERIAL INC/ADI TECHNOLOGIES INC-STRATEGIC ALLIANCE","9711","Supranational","Completed/Signed","Strategic Alliance",NA,3613034045,"United States","Americas"
"ARHT Media Inc","3679","2020-07-23","","Other Electronic Component Manufacturing","Canada","ARHT MEDIA INC/TLC CREATIVE-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3619680045,"Canada","Americas"
"Tlc Creative","3571","2020-07-23","","Electronic Computer Manufacturing","United States","ARHT MEDIA INC/TLC CREATIVE-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3619680045,"United States","Americas"
"Super Micro Computer Inc","3571","2020-07-28","","Mnfr motherboard,server sys","United States","SUPER MICRO COMPUTER INC/SCALITY INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3614801045,"United States","Americas"
"Scality Inc","7371","2020-07-28","","Custom Computer Programming Services","United States","SUPER MICRO COMPUTER INC/SCALITY INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3614801045,"United States","Americas"
"Players Media Grp","3571","2020-07-30","","Electronic Computer Manufacturing","United States","PLAYERS MEDIA GROUP/REACHTV-STRATEGIC ALLIANCE","7999","","Completed/Signed","Strategic Alliance",NA,3621621045,"United States","Americas"
"Reachtv","4833","2020-07-30","","Television Broadcasting","United States","PLAYERS MEDIA GROUP/REACHTV-STRATEGIC ALLIANCE","7999","","Completed/Signed","Strategic Alliance",NA,3621621045,"United States","Americas"
"SteelCloud inc","3571","2020-07-31","","Pvd network sec software svcs","United States","STEELCLOUD INC/DLT SOLUTIONS LLC-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3617116045,"United States","Americas"
"DLT Solutions LLC","7373","2020-07-31","","Computer Systems Design Services","United States","STEELCLOUD INC/DLT SOLUTIONS LLC-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3617116045,"United States","Americas"
"Fortinet Inc","7371","2020-08-18","","Network security company","United States","FORTINET INC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3623697045,"United States","Americas"
"IBM Corp","3571","2020-08-18","","Manufacture computer products","United States","FORTINET INC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3623697045,"United States","Americas"
"Compaq Computer Corp(Hewlett)","3571","2020-08-27","","Manufacture personal computers","United States","COMPAQ COMPUTER CORP/FLIPKART INTERNET PVT LTD-STRATEGIC ALLIANCE","5099","India","Completed/Signed","Strategic Alliance",NA,3627683045,"United States","Americas"
"Flipkart Internet Pvt Ltd","5961","2020-08-27","","Provide online ecommerce retail services","India","COMPAQ COMPUTER CORP/FLIPKART INTERNET PVT LTD-STRATEGIC ALLIANCE","5099","India","Completed/Signed","Strategic Alliance",NA,3627683045,"India","Asia"
"Ta Digital Solutions Inc","3571","2020-09-08","","Electronic Computer Manufacturing","United States","TA DIGITAL SOLUTIONS INC/SAP SE-STRATEGIC ALLIANCE","8742","Supranational","Completed/Signed","Strategic Alliance",NA,3633662045,"United States","Americas"
"SAP SE","7372","2020-09-08","","Software Publishers","Germany","TA DIGITAL SOLUTIONS INC/SAP SE-STRATEGIC ALLIANCE","8742","Supranational","Completed/Signed","Strategic Alliance",NA,3633662045,"Germany","Europe"
"IBM Corp","3571","2020-09-10","","Manufacture computer products","United States","INTERNATIONAL BUSINESS/PMSQUARE PTY LTD-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3633762045,"United States","Americas"
"PMSquare Pty Ltd","8742","2020-09-10","","Administrative Management and General Management Consulting Services","Australia","INTERNATIONAL BUSINESS/PMSQUARE PTY LTD-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3633762045,"Australia","Oceania"
"Lumina Analytics LLC","7389","2020-09-14","","All Other Information Services","United States","LUMINA ANALYTICS LLC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3636380045,"United States","Americas"
"IBM Corp","3571","2020-09-14","","Manufacture computer products","United States","LUMINA ANALYTICS LLC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3636380045,"United States","Americas"
"Commercetools GmbH","7372","2020-10-06","","Software Publishers","Germany","COMMERCETOOLS GMBH/TA DIGITAL SOLUTIONS INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3647351045,"Germany","Europe"
"Ta Digital Solutions Inc","3571","2020-10-06","","Electronic Computer Manufacturing","United States","COMMERCETOOLS GMBH/TA DIGITAL SOLUTIONS INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3647351045,"United States","Americas"
"PlayAGS Inc","3571","2020-10-06","","Electronic Computer Manufacturing","United States","PLAYAGS INC/BETMGM-STRATEGIC ALLIANCE","7999","United States","Completed/Signed","Strategic Alliance",NA,3645520045,"United States","Americas"
"Betmgm LLC","7999","2020-10-06","","Other Gambling Industries","United States","PLAYAGS INC/BETMGM-STRATEGIC ALLIANCE","7999","United States","Completed/Signed","Strategic Alliance",NA,3645520045,"United States","Americas"
"GrandPAD Inc","3571","2020-10-15","","Electronic Computer Manufacturing","United States","GRANDPAD INC/ORANGE BELGIUM NV/TELEFONAKTIEBOLAGET LM ERICSSON-STRATEGIC~ALLIANCE","4812","United States","Completed/Signed","Strategic Alliance",NA,3649610045,"United States","Americas"
"Orange Belgium SA","4813","2020-10-15","","Telecommunications services","Belgium","GRANDPAD INC/ORANGE BELGIUM NV/TELEFONAKTIEBOLAGET LM ERICSSON-STRATEGIC~ALLIANCE","4812","United States","Completed/Signed","Strategic Alliance",NA,3649610045,"Belgium","Europe"
"Telefonaktiebolaget LM","4812","2020-10-15","","Provides telecommunications services","Sweden","GRANDPAD INC/ORANGE BELGIUM NV/TELEFONAKTIEBOLAGET LM ERICSSON-STRATEGIC~ALLIANCE","4812","United States","Completed/Signed","Strategic Alliance",NA,3649610045,"Sweden","Europe"
"HP Inc","3571","2020-11-10","","Electronic Computer Manufacturing","United States","HP INC/WIPRO LTD-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3665052045,"United States","Americas"
"Wipro Ltd","7371","2020-11-10","","Provide information technology services","India","HP INC/WIPRO LTD-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,3665052045,"India","Asia"
"IBM Corp","3571","2020-11-23","","Manufacture computer products","United States","INTERNATIONAL BUSINESS/ALABAMA STATE UNIVERSITY-STRATEGIC ALLIANCE","8299","United States","Completed/Signed","Strategic Alliance",NA,3664729045,"United States","Americas"
"Alabama State University","8221","2020-11-23","","College/University","United States","INTERNATIONAL BUSINESS/ALABAMA STATE UNIVERSITY-STRATEGIC ALLIANCE","8299","United States","Completed/Signed","Strategic Alliance",NA,3664729045,"United States","Americas"
"Telekom Austria AG","4813","2020-12-22","","Wired Telecommunications Carriers","Austria","TELEKOM AUSTRIA AG/ULTRA 4K EXTREME LLC-STRATEGIC ALLIANCE","4833","Austria","Completed/Signed","Strategic Alliance",NA,3678947045,"Austria","Europe"
"Ultra 4k Extreme Llc","3571","2020-12-22","","Electronic Computer Manufacturing","United States","TELEKOM AUSTRIA AG/ULTRA 4K EXTREME LLC-STRATEGIC ALLIANCE","4833","Austria","Completed/Signed","Strategic Alliance",NA,3678947045,"United States","Americas"
"Nuheara Ltd","3842","2020-12-29","","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Australia","NUHEARA LTD/HP INC-STRATEGIC ALLIANCE","3999","Australia","Completed/Signed","Strategic Alliance",NA,3680740045,"Australia","Oceania"
"HP Inc","3571","2020-12-29","","Electronic Computer Manufacturing","United States","NUHEARA LTD/HP INC-STRATEGIC ALLIANCE","3999","Australia","Completed/Signed","Strategic Alliance",NA,3680740045,"United States","Americas"
"Hyundai Motor Co","3711","2021-01-07","","Mnfr, whl motor vehicles","South Korea","HYUNDAI MOTOR CO/APPLE INC-STRATEGIC ALLIANCE","7538","Supranational","Completed/Signed","Strategic Alliance",NA,3686473045,"South Korea","Asia"
"Apple Inc","3571","2021-01-07","","Electronic Computer Manufacturing","United States","HYUNDAI MOTOR CO/APPLE INC-STRATEGIC ALLIANCE","7538","Supranational","Completed/Signed","Strategic Alliance",NA,3686473045,"United States","Americas"
"X-Tend Robotics Inc","3571","2021-02-03","","Electronic Computer Manufacturing","United States","X-TEND ROBOTICS INC/PULS-OR LTD-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3711002045,"United States","Americas"
"Puls-Or Ltd","2836","2021-02-03","","Biological Product (Except Diagnostic) Manufacturing","United States","X-TEND ROBOTICS INC/PULS-OR LTD-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3711002045,"United States","Americas"
"Apple Inc","3571","2021-02-10","","Electronic Computer Manufacturing","United States","APPLE INC/TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD-STRATEGIC ALLIANCE","1731","Taiwan","Completed/Signed","Strategic Alliance",NA,3699299045,"United States","Americas"
"Taiwan Semiconductor Mnfg Co","3674","2021-02-10","","Mnfr,whl semiconductors","Taiwan","APPLE INC/TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD-STRATEGIC ALLIANCE","1731","Taiwan","Completed/Signed","Strategic Alliance",NA,3699299045,"Taiwan","Asia"
"Sportsgrid Inc","3571","2021-03-09","","Electronic Computer Manufacturing","United States","SPORTSGRID INC/FANDEX, INC.-STRATEGIC ALLIANCE","7999","United States","Completed/Signed","Strategic Alliance",NA,3709174045,"United States","Americas"
"Fandex Inc","7372","2021-03-09","","Software Publishers","United States","SPORTSGRID INC/FANDEX, INC.-STRATEGIC ALLIANCE","7999","United States","Completed/Signed","Strategic Alliance",NA,3709174045,"United States","Americas"
"HP Inc","3571","2021-03-15","","Electronic Computer Manufacturing","United States","HP INC/SOLIZE CORP-STRATEGIC ALLIANCE","3999","Supranational","Completed/Signed","Strategic Alliance",NA,3711901045,"United States","Americas"
"SOLIZE Corp","8711","2021-03-15","","Engineering Services","Japan","HP INC/SOLIZE CORP-STRATEGIC ALLIANCE","3999","Supranational","Completed/Signed","Strategic Alliance",NA,3711901045,"Japan","Asia"
"Cleveland Clinic Foundation","8062","2021-03-30","","Owns and operates hospitals and other health facilities","United States","CLEVELAND CLINIC FOUNDATION/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3720979045,"United States","Americas"
"IBM Corp","3571","2021-03-30","","Manufacture computer products","United States","CLEVELAND CLINIC FOUNDATION/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","8099","United States","Completed/Signed","Strategic Alliance",NA,3720979045,"United States","Americas"
"IBM Corp","3571","2021-04-01","","Manufacture computer products","United States","INTERNATIONAL BUSINESS/RED HAT INC/CELONIS INC-STRATEGIC ALLIANCE","8741","United States","Completed/Signed","Strategic Alliance",NA,3722263045,"United States","Americas"
"Red Hat Inc","7372","2021-04-01","","Develops Linux and open source solutions software","United States","INTERNATIONAL BUSINESS/RED HAT INC/CELONIS INC-STRATEGIC ALLIANCE","8741","United States","Completed/Signed","Strategic Alliance",NA,3722263045,"United States","Americas"
"Celonis Inc","7374","2021-04-01","","Data Processing, Hosting, and Related Services","United States","INTERNATIONAL BUSINESS/RED HAT INC/CELONIS INC-STRATEGIC ALLIANCE","8741","United States","Completed/Signed","Strategic Alliance",NA,3722263045,"United States","Americas"
"Core Avionics & Industrial Inc","5045","2021-04-06","","Computer and Computer Peripheral Equipment and Software Merchant Wholesalers","United States","CORE AVIONICS & INDUSTRIAL INC/ABACO SYSTEMS INC-STRATEGIC ALLIANCE","4731","United States","Completed/Signed","Strategic Alliance",NA,3722894045,"United States","Americas"
"Abaco Systems Inc","3571","2021-04-06","","Manufactures rugged embedded systems","United States","CORE AVIONICS & INDUSTRIAL INC/ABACO SYSTEMS INC-STRATEGIC ALLIANCE","4731","United States","Completed/Signed","Strategic Alliance",NA,3722894045,"United States","Americas"
"Blackberry Ltd","3669","2021-04-13","","Manufactures communications equipment","Canada","BLACKBERRY LTD/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","8742","Canada","Completed/Signed","Strategic Alliance",NA,3729572045,"Canada","Americas"
"IBM Corp","3571","2021-04-13","","Manufacture computer products","United States","BLACKBERRY LTD/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE","8742","Canada","Completed/Signed","Strategic Alliance",NA,3729572045,"United States","Americas"
"Med Tech Solutions","7376","2021-04-21","","Provides IT healthcare services","United States","MED TECH SOLUTIONS/LIFARS LLC/AVERTIUM-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3735040045,"United States","Americas"
"Lifars Llc","3571","2021-04-21","","Electronic Computer Manufacturing","United States","MED TECH SOLUTIONS/LIFARS LLC/AVERTIUM-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3735040045,"United States","Americas"
"Avertium","7372","2021-04-21","","Computer software publishing and reproduction","United States","MED TECH SOLUTIONS/LIFARS LLC/AVERTIUM-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3735040045,"United States","Americas"
"Saudi Payments","6099","2021-04-21","","Financial Transactions Processing, Reserve, and Clearinghouse Activities","Saudi Arabia","SAUDI PAYMENTS/INTERNATIONAL BUSINESS/MASTERCARD INC-STRATEGIC ALLIANCE","6000","United States~Saudi Arabia","Completed/Signed","Strategic Alliance",NA,3734622045,"Saudi Arabia","Asia"
"IBM Corp","3571","2021-04-21","","Manufacture computer products","United States","SAUDI PAYMENTS/INTERNATIONAL BUSINESS/MASTERCARD INC-STRATEGIC ALLIANCE","6000","United States~Saudi Arabia","Completed/Signed","Strategic Alliance",NA,3734622045,"United States","Americas"
"Mastercard Inc","7389","2021-04-21","","Global payments technology company","United States","SAUDI PAYMENTS/INTERNATIONAL BUSINESS/MASTERCARD INC-STRATEGIC ALLIANCE","6000","United States~Saudi Arabia","Completed/Signed","Strategic Alliance",NA,3734622045,"United States","Americas"
"Wrights Media","3571","2021-04-28","","Electronic Computer Manufacturing","United States","WRIGHT'S MEDIA/THE KNOT WORLDWIDE INC-STRATEGIC ALLIANCE","6794","Supranational","Completed/Signed","Strategic Alliance",NA,3736814045,"United States","Americas"
"The Knot Worldwide Inc","7372","2021-04-28","","Software Publishers","United States","WRIGHT'S MEDIA/THE KNOT WORLDWIDE INC-STRATEGIC ALLIANCE","6794","Supranational","Completed/Signed","Strategic Alliance",NA,3736814045,"United States","Americas"
"Veritran","7376","2021-05-04","","Software Publishers","Argentina","VERITRAN/FACETEC INC-STRATEGIC ALLIANCE","3571","Argentina","Completed/Signed","Strategic Alliance",NA,3737446045,"Argentina","Americas"
"Facetec Inc","3571","2021-05-04","","Electronic Computer Manufacturing","United States","VERITRAN/FACETEC INC-STRATEGIC ALLIANCE","3571","Argentina","Completed/Signed","Strategic Alliance",NA,3737446045,"United States","Americas"
"DataRobot Inc","7372","2021-05-12","","Software Publishers","United States","DATAROBOT INC/HIVECELL-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3752424045,"United States","Americas"
"Hivecell","3571","2021-05-12","","Electronic Computer Manufacturing","United States","DATAROBOT INC/HIVECELL-STRATEGIC ALLIANCE","7372","United States","Completed/Signed","Strategic Alliance",NA,3752424045,"United States","Americas"
"Viking Masek Global Pkg","3053","2021-05-18","","Gasket, Packing, and Sealing Device Manufacturing","United States","VIKING MASEK GLOBAL PACKAGING/IAS INC-STRATEGIC ALLIANCE","3999","United States","Completed/Signed","Strategic Alliance",NA,3750906045,"United States","Americas"
"Ias Inc","3571","2021-05-18","","Electronic Computer Manufacturing","United States","VIKING MASEK GLOBAL PACKAGING/IAS INC-STRATEGIC ALLIANCE","3999","United States","Completed/Signed","Strategic Alliance",NA,3750906045,"United States","Americas"
"Hewlett Packard Enterprise Co","3571","2021-06-03","","Manufactures electronic computers","United States","HEWLETT PACKARD ENTERPRISE CO/COMPUTERVAULT INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3751980045,"United States","Americas"
"Computervault Inc","7376","2021-06-03","","Software Publishers","United States","HEWLETT PACKARD ENTERPRISE CO/COMPUTERVAULT INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3751980045,"United States","Americas"
"IBM Corp","3571","2021-06-03","","Manufacture computer products","United States","INTERNATIONAL BUSINESS/PERSISTENT SYSTEMS LTD-STRATEGIC ALLIANCE","7373","Supranational","Completed/Signed","Strategic Alliance",NA,3749797045,"United States","Americas"
"Persistent Systems Ltd","7372","2021-06-03","","Develop system software","India","INTERNATIONAL BUSINESS/PERSISTENT SYSTEMS LTD-STRATEGIC ALLIANCE","7373","Supranational","Completed/Signed","Strategic Alliance",NA,3749797045,"India","Asia"
"Mobix Labs Inc","3571","2021-06-08","","Electronic Computer Manufacturing","United States","MOBIX LABS INC/ACROMAX INC-STRATEGIC ALLIANCE","3571","United States","Completed/Signed","Strategic Alliance",NA,3753291045,"United States","Americas"
"Acromax Inc","3571","2021-06-08","","Electronic Computer Manufacturing","Taiwan","MOBIX LABS INC/ACROMAX INC-STRATEGIC ALLIANCE","3571","United States","Completed/Signed","Strategic Alliance",NA,3753291045,"Taiwan","Asia"
"VIA optronics AG","3674","2021-06-09","","Semiconductor and Related Device Manufacturing","Germany","VIA OPTRONICS AG/SIGMASENSE LLC-STRATEGIC ALLIANCE","8731","Germany","Completed/Signed","Strategic Alliance",NA,3756061045,"Germany","Europe"
"Sigmasense Llc","3571","2021-06-09","","Electronic Computer Manufacturing","United States","VIA OPTRONICS AG/SIGMASENSE LLC-STRATEGIC ALLIANCE","8731","Germany","Completed/Signed","Strategic Alliance",NA,3756061045,"United States","Americas"
"Nutanix Inc","7372","2021-06-13","","Software Publishers","United States","NUTANIX INC/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3759188045,"United States","Americas"
"Hewlett Packard Enterprise Co","3571","2021-06-13","","Manufactures electronic computers","United States","NUTANIX INC/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3759188045,"United States","Americas"
"Digi-Key Corp","5065","2021-07-08","","Primary Aluminum Production","United States","DIGI-KEY CORP/LINEAR INTEGRATED SYSTEMS INC-STRATEGIC ALLIANCE","8711","United States","Completed/Signed","Strategic Alliance",NA,3773819045,"United States","Americas"
"Linear Integrated Sys Inc","3571","2021-07-08","","Electronic Computer Manufacturing","United States","DIGI-KEY CORP/LINEAR INTEGRATED SYSTEMS INC-STRATEGIC ALLIANCE","8711","United States","Completed/Signed","Strategic Alliance",NA,3773819045,"United States","Americas"
"Wow Media Products Inc","7819","2021-07-20","","Other Motion Picture and Video Industries","United States","WOW MEDIA PRODUCTS INC/WRIGHT'S MEDIA-STRATEGIC ALLIANCE","6794","United States","Completed/Signed","Strategic Alliance",NA,3777752045,"United States","Americas"
"Wrights Media","3571","2021-07-20","","Electronic Computer Manufacturing","United States","WOW MEDIA PRODUCTS INC/WRIGHT'S MEDIA-STRATEGIC ALLIANCE","6794","United States","Completed/Signed","Strategic Alliance",NA,3777752045,"United States","Americas"
"Tlc Creative","3571","2021-07-23","","Electronic Computer Manufacturing","United States","TLC CREATIVE/ARHT MEDIA INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3777952045,"United States","Americas"
"ARHT Media Inc","3679","2021-07-23","","Other Electronic Component Manufacturing","Canada","TLC CREATIVE/ARHT MEDIA INC-STRATEGIC ALLIANCE","7373","United States","Completed/Signed","Strategic Alliance",NA,3777952045,"Canada","Americas"
"World Acceptance Group Corp","7378","2021-07-29","","Computer and Office Machine Repair and Maintenance","United States","WORLD ACCEPTANCE GROUP CORP/OYEN DIGITAL LLC-STRATEGIC ALLIANCE","7374","United States","Completed/Signed","Strategic Alliance",NA,3780471045,"United States","Americas"
